0.259326	0.259326	-0.232409
0.259977	0.259977	-0.228203
0.258467	0.258467	-0.226213
0.254855	0.254855	-0.22637
0.249478	0.249478	-0.228345
0.242887	0.242887	-0.231577
0.235795	0.235795	-0.235365
0.228947	0.228947	-0.238949
0.223044	0.223044	-0.241642
0.218615	0.218615	-0.2429
0.215975	0.215975	-0.242421
0.215163	0.215163	-0.240151
0.215984	0.215984	-0.236297
0.218026	0.218026	-0.231258
0.220758	0.220758	-0.225576
0.223588	0.223588	-0.21983
0.225962	0.225962	-0.214583
0.227411	0.227411	-0.210294
0.22762	0.22762	-0.207288
0.226437	0.226437	-0.205704
0.223906	0.223906	-0.205508
0.220234	0.220234	-0.206482
0.215782	0.215782	-0.208273
0.210992	0.210992	-0.210432
0.206345	0.206345	-0.212483
0.202278	0.202278	-0.213981
0.199137	0.199137	-0.214587
0.197124	0.197124	-0.214093
0.196284	0.196284	-0.212458
0.196499	0.196499	-0.209793
0.197527	0.197527	-0.206347
0.199028	0.199028	-0.202454
0.200629	0.200629	-0.198491
0.201962	0.201962	-0.194821
0.202719	0.202719	-0.191757
0.202679	0.202679	-0.189513
0.20174	0.20174	-0.188197
0.199918	0.199918	-0.187788
0.197346	0.197346	-0.188156
0.194249	0.194249	-0.189072
0.190917	0.190917	-0.190251
0.187656	0.187656	-0.19138
0.184755	0.184755	-0.192176
0.18244	0.18244	-0.192406
0.180853	0.180853	-0.191935
0.18003	0.18003	-0.19072
0.179909	0.179909	-0.188828
0.180336	0.180336	-0.186406
0.181102	0.181102	-0.18367
0.18196	0.18196	-0.180862
0.18267	0.18267	-0.178223
0.183022	0.183022	-0.175962
0.182865	0.182865	-0.174231
0.182119	0.182119	-0.173107
0.180788	0.180788	-0.17259
0.178948	0.178948	-0.172598
0.176745	0.176745	-0.172991
0.174361	0.174361	-0.17358
0.172003	0.172003	-0.174165
0.169858	0.169858	-0.174551
0.168086	0.168086	-0.174585
0.166785	0.166785	-0.174163
0.165994	0.165994	-0.173251
0.165678	0.165678	-0.171877
0.16575	0.16575	-0.170135
0.166072	0.166072	-0.168157
0.166487	0.166487	-0.166105
0.16683	0.16683	-0.164138
0.166959	0.166959	-0.162403
0.16676	0.16676	-0.161009
0.166174	0.166174	-0.16002
0.165189	0.165189	-0.159444
0.163849	0.163849	-0.159238
0.162241	0.162241	-0.159315
0.160485	0.160485	-0.159555
0.158715	0.158715	-0.159821
0.157065	0.157065	-0.159983
0.155645	0.155645	-0.159928
0.154536	0.154536	-0.159577
0.153772	0.153772	-0.158893
0.153345	0.153345	-0.157886
0.153203	0.153203	-0.156606
0.153265	0.153265	-0.155137
0.153422	0.153422	-0.153583
0.153565	0.153565	-0.152058
0.153587	0.153587	-0.150665
0.153404	0.153404	-0.149491
0.15296	0.15296	-0.148588
0.152236	0.152236	-0.147978
0.151248	0.151248	-0.147644
0.150047	0.150047	-0.147534
0.148708	0.148708	-0.147573
0.147326	0.147326	-0.147667
0.145994	0.145994	-0.147722
0.144799	0.144799	-0.147652
0.143807	0.143807	-0.147388
0.143059	0.143059	-0.146892
0.142562	0.142562	-0.146155
0.142293	0.142293	-0.1452
0.142204	0.142204	-0.144076
0.142224	0.142224	-0.142854
0.142272	0.142272	-0.141613
0.142267	0.142267	-0.140434
0.142138	0.142138	-0.13939
0.141831	0.141831	-0.138534
0.141316	0.141316	-0.137896
0.140588	0.140588	-0.137479
0.139672	0.139672	-0.13726
0.138615	0.138615	-0.137191
0.137482	0.137482	-0.137208
0.136345	0.136345	-0.137237
0.135279	0.135279	-0.137204
0.134346	0.134346	-0.137047
0.133594	0.133594	-0.136718
0.133045	0.133045	-0.136194
0.132698	0.132698	-0.135477
0.132528	0.132528	-0.134591
0.132488	0.132488	-0.133584
